d1,d2,type,Neg samples
DB00213,DB04855,46,DB00964$t
DB00213,DB06335,74,DB09166$h
DB00213,DB06595,46,DB00293$t
DB00213,DB06616,74,DB08887$t
DB00213,DB06636,46,DB00185$t
DB00213,DB08864,74,DB00731$t
DB00213,DB09073,72,DB11348$h
DB00213,DB09118,72,DB00986$t
DB00213,DB09330,72,DB01116$t
DB00213,DB12332,46,DB01576$t
DB00214,DB00694,48,DB00440$h
DB00214,DB01240,59,DB06202$t
DB00214,DB02638,59,DB00642$h
DB00214,DB04948,59,DB00548$h
DB00214,DB05219,46,DB09218$t
DB00214,DB06203,69,DB05294$h
DB00214,DB06335,69,DB06695$h
DB00214,DB06595,46,DB06211$t
DB00214,DB08822,48,DB01075$t
DB00214,DB09280,72,DB11148$h
DB00214,DB11362,59,DB00198$t
DB00214,DB12332,46,DB01426$t
DB00215,DB00907,46,DB01009$h
DB00215,DB00915,19,DB00618$t
DB00215,DB01072,46,DB00884$t
DB00215,DB04855,46,DB09099$h
DB00215,DB04871,48,DB00715$h
DB00215,DB06204,48,DB00955$t
DB00215,DB06288,48,DB01080$h
DB00215,DB06595,46,DB00890$h
DB00215,DB06603,72,DB06713$t
DB00215,DB06636,46,DB08901$t
DB00215,DB06704,69,DB09338$t
DB00215,DB08864,19,DB00784$t
DB00215,DB08868,19,DB13874$h
DB00215,DB08918,48,DB00958$t
DB00215,DB09073,72,DB09289$h
DB00215,DB09078,19,DB00181$h
DB00215,DB09118,72,DB01620$h
DB00215,DB09291,46,DB00758$t
DB00215,DB09330,72,DB11989$t
DB00215,DB12332,72,DB00488$t
DB00216,DB00182,72,DB09117$h
DB00216,DB00907,46,DB01438$t
DB00216,DB01072,46,DB12598$t
DB00216,DB04855,72,DB00668$t
DB00216,DB04871,48,DB00817$h
DB00216,DB05219,46,DB11231$t
DB00216,DB06016,48,DB00349$t
DB00216,DB06204,48,DB09166$h
DB00216,DB06216,48,DB09279$h
DB00216,DB06288,48,DB00988$h
DB00216,DB06335,74,DB08996$h
DB00216,DB06595,46,DB04953$h
DB00216,DB06603,72,DB01106$h
DB00216,DB06636,72,DB00620$h
DB00216,DB08864,74,DB00411$h
DB00216,DB08918,48,DB00742$t
DB00216,DB09073,72,DB01242$t
DB00216,DB09118,72,DB09084$h
DB00216,DB09128,48,DB04918$t
DB00216,DB09241,46,DB00740$t
DB00216,DB09291,46,DB00511$t
DB00216,DB09330,72,DB06691$t
DB00216,DB11730,72,DB08903$t
DB00216,DB12332,72,DB09099$t
DB00217,DB01240,59,DB08814$t
DB00217,DB02638,59,DB00625$t
DB00217,DB04948,59,DB00670$h
DB00217,DB06704,69,DB01337$h
DB00217,DB08918,36,DB04835$t
DB00217,DB11362,59,DB00548$t
DB00218,DB00915,19,DB00405$t
DB00218,DB01072,19,DB00475$h
DB00218,DB08864,19,DB06206$h
DB00218,DB08868,19,DB06636$t
DB00218,DB09083,19,DB00609$t
DB00219,DB00497,48,DB00854$h
DB00219,DB06204,48,DB08974$h
DB00219,DB09272,38,DB01085$t
DB00220,DB00497,48,DB00883$t
DB00220,DB06636,76,DB00980$t
DB00220,DB08916,74,DB00281$h
DB00220,DB09073,72,DB00590$h
DB00220,DB09118,72,DB09462$h
DB00220,DB09330,72,DB06704$h
DB00220,DB12001,48,DB00800$h
DB00222,DB00182,8,DB00788$h
DB00222,DB05219,46,DB00376$t
DB00222,DB06203,8,DB00555$h
DB00222,DB06335,8,DB00796$h
DB00222,DB06595,46,DB00794$t
DB00222,DB08868,33,DB00384$t
DB00222,DB08895,33,DB09220$h
DB00222,DB08918,8,DB06737$h
DB00222,DB09241,8,DB00191$h
DB00222,DB12332,46,DB08947$t
DB00223,DB01043,48,DB01065$h
DB00223,DB01072,72,DB01328$t
DB00223,DB09118,72,DB00402$t
DB00224,DB00497,48,DB01012$h
DB00224,DB06636,76,DB06637$h
DB00224,DB08916,74,DB00938$t
DB00224,DB09073,72,DB00774$t
DB00224,DB09118,72,DB00710$t
DB00224,DB09330,72,DB08909$t
DB00224,DB12001,48,DB00297$t
DB00226,DB01240,59,DB01076$t
DB00226,DB02638,59,DB00296$t
DB00226,DB04948,59,DB01205$h
DB00226,DB11362,59,DB00957$t
DB00227,DB00497,48,DB08896$t
DB00227,DB01072,72,DB12001$h
DB00227,DB04855,72,DB09555$h
DB00227,DB04908,48,DB00705$t
DB00227,DB06203,72,DB01075$t
DB00227,DB09073,72,DB00581$t
DB00227,DB09102,72,DB09321$h
DB00227,DB09118,72,DB01054$t
DB00227,DB09330,72,DB06698$h
DB00227,DB09570,72,DB00969$t
DB00227,DB11730,72,DB00552$t
DB00228,DB00645,48,DB00834$t
DB00228,DB00907,48,DB01136$h
DB00228,DB01017,15,DB06767$h
DB00228,DB04908,48,DB00449$t
DB00228,DB06204,15,DB00778$t
DB00228,DB06288,48,DB01332$h
DB00228,DB08918,48,DB06211$h
DB00228,DB09068,48,DB00795$t
DB00228,DB09118,48,DB00196$t
DB00228,DB09128,48,DB01105$h
DB00230,DB00497,7,DB00187$h
DB00230,DB00645,7,DB09097$h
DB00230,DB00683,7,DB11619$h
DB00230,DB00907,7,DB00413$h
DB00230,DB01017,15,DB06262$h
DB00230,DB01174,69,DB00337$t
DB00230,DB01221,7,DB09216$t
DB00230,DB04908,7,DB01436$h
DB00230,DB05541,69,DB05812$t
DB00230,DB06204,15,DB01595$t
DB00230,DB06216,7,DB00363$h
DB00230,DB06288,7,DB04573$h
DB00230,DB08860,48,DB00610$h
DB00230,DB08918,48,DB00641$h
DB00230,DB09068,7,DB01173$h
DB00230,DB09118,69,DB00583$h
DB00230,DB09128,7,DB00259$h
DB00231,DB00497,48,DB00606$t
DB00231,DB00645,48,DB11231$t
DB00231,DB00683,48,DB00217$t
DB00231,DB00907,48,DB09079$t
DB00231,DB01017,15,DB01606$h
DB00231,DB01072,46,DB09215$h
DB00231,DB01221,48,DB08799$t
DB00231,DB04855,46,DB00367$t
DB00231,DB04908,48,DB00310$h
DB00231,DB05219,46,DB00727$t
DB00231,DB06204,15,DB01624$t
DB00231,DB06216,48,DB01365$t
DB00231,DB06288,48,DB00964$t
DB00231,DB06595,46,DB13595$t
DB00231,DB06636,46,DB01089$h
DB00231,DB08918,48,DB08867$h
DB00231,DB09068,48,DB00872$t
DB00231,DB09073,72,DB11817$t
DB00231,DB09118,72,DB01611$t
DB00231,DB09128,48,DB09257$t
DB00231,DB09280,72,DB09082$h
DB00231,DB09330,72,DB09080$h
DB00231,DB12332,46,DB00846$h
DB00232,DB00986,72,DB01411$t
DB00232,DB06203,69,DB00698$t
DB00232,DB06335,69,DB00404$h
DB00232,DB08822,48,DB06144$h
DB00232,DB08918,54,DB00754$t
DB00233,DB01708,48,DB04571$h
DB00233,DB11362,48,DB01113$h
DB00233,DB11921,48,DB00883$t
DB00234,DB01072,46,DB00411$h
DB00234,DB04855,46,DB00609$h
DB00234,DB06636,46,DB09296$h
DB00234,DB09073,72,DB00605$t
DB00234,DB09118,72,DB09065$t
DB00234,DB09330,72,DB13747$t
DB00234,DB12332,46,DB00446$t
DB00235,DB01240,52,DB04272$t
DB00235,DB03619,48,DB12532$h
DB00237,DB00497,48,DB01291$t
DB00237,DB00645,48,DB00782$h
DB00237,DB00683,48,DB02546$h
DB00237,DB00907,48,DB06708$t
DB00237,DB01017,15,DB01132$t
DB00237,DB01174,48,DB00629$h
DB00237,DB01221,48,DB00762$t
DB00237,DB04908,48,DB01607$h
DB00237,DB06204,15,DB05351$t
DB00237,DB06216,48,DB00388$t
DB00237,DB06288,48,DB00380$h
DB00237,DB08918,48,DB00946$h
DB00237,DB09068,48,DB01090$h
DB00237,DB09118,48,DB08943$t
DB00237,DB09128,48,DB00772$t
DB00238,DB00497,48,DB00352$t
DB00238,DB00530,74,DB08958$h
DB00238,DB00683,3,DB00350$h
DB00238,DB00694,3,DB04918$h
DB00238,DB00907,3,DB02709$h
DB00238,DB01072,72,DB00229$h
DB00238,DB01183,3,DB01014$h
DB00238,DB01221,3,DB00879$h
DB00238,DB01708,3,DB00227$h
DB00238,DB04855,74,DB09154$h
DB00238,DB04871,3,DB00997$h
DB00238,DB04908,48,DB06176$t
DB00238,DB05109,74,DB09008$h
DB00238,DB05219,46,DB00746$t
DB00238,DB05239,74,DB00218$t
DB00238,DB05541,3,DB09017$h
DB00238,DB06016,3,DB00735$h
DB00238,DB06203,3,DB00613$h
DB00238,DB06216,3,DB08911$h
DB00238,DB06335,74,DB09049$h
DB00238,DB06595,3,DB00637$h
DB00238,DB06603,72,DB06237$h
DB00238,DB06636,10,DB00415$t
DB00238,DB06654,3,DB01057$h
DB00238,DB08868,3,DB01297$h
DB00238,DB08875,74,DB00290$h
DB00238,DB08895,74,DB00972$h
DB00238,DB08901,74,DB00380$h
DB00238,DB08918,3,DB00289$h
DB00238,DB08930,74,DB00284$t
DB00238,DB09061,74,DB01553$t
DB00238,DB09068,74,DB08881$t
DB00238,DB09073,72,DB00781$t
DB00238,DB09078,3,DB00727$h
DB00238,DB09102,74,DB00889$t
DB00238,DB09118,72,DB00732$t
DB00238,DB09128,74,DB01328$h
DB00238,DB09274,10,DB09283$t
DB00238,DB09291,74,DB01626$h
DB00238,DB09297,3,DB09083$h
DB00238,DB09330,74,DB01227$h
DB00238,DB09570,74,DB09183$h
DB00238,DB11362,3,DB01253$h
DB00238,DB11574,3,DB06196$h
DB00238,DB11575,3,DB01164$h
DB00238,DB11581,3,DB08910$h
DB00238,DB11613,3,DB08965$h
DB00238,DB11730,74,DB11342$h
DB00238,DB11817,3,DB01250$h
DB00238,DB11828,3,DB11630$h
DB00238,DB11915,3,DB06262$h
DB00238,DB11921,3,DB09042$h
DB00238,DB12001,74,DB08931$h
DB00238,DB12026,3,DB01612$h
DB00238,DB12161,3,DB01155$h
DB00238,DB12267,3,DB00692$t
DB00238,DB12332,3,DB00957$h
DB00238,DB12483,3,DB01157$h
DB00238,DB13874,3,DB11560$h
DB00239,DB06335,74,DB01280$h
DB00239,DB08860,48,DB01090$h
DB00239,DB08864,74,DB00960$h
DB00239,DB09118,46,DB00819$t
DB00239,DB12332,46,DB09257$h
DB00240,DB01043,48,DB00494$h
DB00240,DB01072,46,DB00452$t
DB00240,DB04855,46,DB09295$t
DB00240,DB06335,74,DB00679$h
DB00240,DB06636,46,DB01090$t
DB00240,DB08864,74,DB11921$h
DB00240,DB09073,72,DB01208$h
DB00240,DB09118,72,DB09078$t
DB00240,DB09330,72,DB04876$t
DB00240,DB12332,46,DB00647$t
DB00241,DB01017,15,DB00568$t
DB00241,DB04908,48,DB00637$t
DB00241,DB06204,15,DB04552$t
DB00241,DB08918,48,DB00826$h
DB00241,DB09118,48,DB00712$t
DB00241,DB09128,48,DB00374$h
DB00242,DB06210,72,DB01582$t
DB00242,DB08868,33,DB00238$t
DB00242,DB08895,33,DB05294$h
DB00242,DB09291,72,DB06261$t
DB00243,DB00497,48,DB09015$t
DB00243,DB00683,72,DB00310$t
DB00243,DB00694,72,DB09112$t
DB00243,DB00915,72,DB01130$t
DB00243,DB01072,72,DB01463$h
DB00243,DB01221,72,DB00575$h
DB00243,DB04855,72,DB06792$h
DB00243,DB04908,48,DB13153$h
DB00243,DB06616,72,DB00248$h
DB00243,DB06636,72,DB00489$h
DB00243,DB08864,72,DB00885$t
DB00243,DB08901,72,DB06401$t
DB00243,DB08916,72,DB01255$t
DB00243,DB09073,72,DB01070$h
DB00243,DB09102,72,DB01000$t
DB00243,DB09118,72,DB09167$t
DB00243,DB09280,72,DB01194$h
DB00243,DB09291,72,DB00262$t
DB00243,DB11363,72,DB01406$h
DB00243,DB11613,72,DB00610$h
DB00243,DB12001,72,DB05245$t
DB00243,DB12026,72,DB08819$t
DB00243,DB12070,72,DB00378$h
DB00243,DB12332,72,DB00834$t
DB00243,DB13874,72,DB00482$h
DB00243,DB13878,72,DB06267$h
DB00243,DB13879,72,DB01043$t
DB00244,DB00963,56,DB00706$h
DB00244,DB01708,48,DB01155$t
DB00244,DB11362,48,DB00618$t
DB00244,DB11660,69,DB00629$h
DB00244,DB11921,48,DB01578$h
DB00245,DB00497,48,DB09198$t
DB00245,DB00907,46,DB05316$t
DB00245,DB04855,46,DB00322$h
DB00245,DB04871,46,DB09270$t
DB00245,DB06204,48,DB00204$h
DB00245,DB06595,46,DB00710$h
DB00245,DB06603,72,DB01588$h
DB00245,DB09118,46,DB09285$t
DB00245,DB09272,38,DB01017$t
DB00245,DB09291,46,DB00583$h
DB00245,DB12332,46,DB11079$t
DB00246,DB00497,48,DB01297$t
DB00246,DB00645,48,DB09041$t
DB00246,DB00915,19,DB01280$t
DB00246,DB01017,15,DB00467$h
DB00246,DB01072,46,DB01150$h
DB00246,DB04908,48,DB01084$h
DB00246,DB06204,15,DB00890$t
DB00246,DB06595,46,DB01221$t
DB00246,DB08868,19,DB00619$t
DB00246,DB09073,72,DB00343$t
DB00246,DB09118,72,DB00163$t
DB00246,DB09330,72,DB01169$h
DB00247,DB00683,48,DB06206$h
DB00247,DB00694,48,DB00310$t
DB00247,DB00907,48,DB06737$h
DB00247,DB01072,48,DB01429$t
DB00247,DB04855,48,DB01255$t
DB00247,DB06636,48,DB01583$t
DB00247,DB08864,48,DB06202$t
DB00247,DB09073,48,DB09093$h
DB00247,DB09118,48,DB00663$h
DB00247,DB11574,48,DB01394$h
DB00247,DB12332,48,DB01064$t
DB00247,DB13874,48,DB01246$h
DB00248,DB00182,46,DB00480$t
DB00248,DB00683,48,DB09227$h
DB00248,DB00694,48,DB09070$h
DB00248,DB00907,48,DB00390$t
DB00248,DB01072,46,DB00555$t
DB00248,DB04855,46,DB09147$h
DB00248,DB06016,48,DB00706$t
DB00248,DB06203,72,DB00668$h
DB00248,DB06204,48,DB00866$h
DB00248,DB06216,48,DB01320$t
DB00248,DB06288,69,DB00853$t
DB00248,DB06335,72,DB00142$h
DB00248,DB06636,46,DB04953$h
DB00248,DB08918,48,DB00514$h
DB00248,DB09073,72,DB00849$t
DB00248,DB09075,72,DB11342$h
DB00248,DB09118,72,DB09117$t
DB00248,DB09128,48,DB01092$t
DB00248,DB09241,46,DB13783$t
DB00248,DB09330,72,DB01002$t
DB00248,DB09570,72,DB00115$t
DB00248,DB11574,48,DB06414$h
DB00248,DB12332,46,DB01164$t
DB00248,DB13874,48,DB00873$t
DB00250,DB01072,46,DB00150$t
DB00250,DB01174,48,DB00287$t
DB00250,DB04855,46,DB00614$t
DB00250,DB05219,46,DB00242$t
DB00250,DB06595,46,DB01251$t
DB00250,DB06636,46,DB00883$t
DB00250,DB09073,72,DB09209$t
DB00250,DB09118,72,DB01207$h
DB00250,DB09280,72,DB01262$h
DB00250,DB09330,72,DB00765$h
DB00250,DB12332,46,DB01043$t
DB00251,DB08860,48,DB00945$t
DB00252,DB00497,3,DB00810$h
DB00252,DB00530,74,DB00660$h
DB00252,DB00683,72,DB00115$h
DB00252,DB00694,3,DB00572$h
DB00252,DB00907,3,DB01194$h
DB00252,DB01017,15,DB00805$h
DB00252,DB01072,3,DB09183$h
DB00252,DB01183,3,DB00585$h
DB00252,DB01221,3,DB00958$h
DB00252,DB01240,3,DB01223$h
DB00252,DB01708,3,DB01590$h
DB00252,DB04855,74,DB00677$h
DB00252,DB04871,3,DB00791$h
DB00252,DB04908,74,DB00880$t
DB00252,DB05109,74,DB12267$h
DB00252,DB05219,46,DB06723$t
DB00252,DB05239,74,DB04951$h
DB00252,DB05541,3,DB00215$h
DB00252,DB06016,3,DB00915$h
DB00252,DB06203,3,DB05351$h
DB00252,DB06204,15,DB00894$t
DB00252,DB06210,3,DB00666$h
DB00252,DB06216,3,DB00675$h
DB00252,DB06335,74,DB05015$h
DB00252,DB06595,3,DB00952$h
DB00252,DB06603,74,DB09123$h
DB00252,DB06616,74,DB11699$h
DB00252,DB06636,10,DB09238$t
DB00252,DB06654,3,DB00189$h
DB00252,DB08860,74,DB00460$h
DB00252,DB08864,74,DB00207$t
DB00252,DB08868,3,DB00758$h
DB00252,DB08875,74,DB06636$h
DB00252,DB08895,74,DB00415$t
DB00252,DB08901,74,DB00371$h
DB00252,DB08918,3,DB01397$h
DB00252,DB08930,74,DB00347$h
DB00252,DB09049,74,DB00319$h
DB00252,DB09061,74,DB00845$t
DB00252,DB09068,74,DB01544$h
DB00252,DB09073,72,DB13153$h
DB00252,DB09078,3,DB01356$h
DB00252,DB09083,74,DB00401$h
DB00252,DB09102,74,DB00488$h
DB00252,DB09128,74,DB01325$h
DB00252,DB09143,74,DB00471$t
DB00252,DB09280,72,DB00645$h
DB00252,DB09291,74,DB01046$h
DB00252,DB09296,3,DB11609$h
DB00252,DB09297,3,DB00453$h
DB00252,DB09330,74,DB06237$h
DB00252,DB09570,74,DB01591$t
DB00252,DB11362,3,DB09342$h
DB00252,DB11560,3,DB08967$h
DB00252,DB11574,3,DB00956$h
DB00252,DB11575,3,DB09068$h
DB00252,DB11581,3,DB00213$h
DB00252,DB11613,3,DB00949$h
DB00252,DB11730,74,DB00885$t
DB00252,DB11817,3,DB01070$h
DB00252,DB11828,3,DB11148$h
DB00252,DB11915,3,DB01021$h
DB00252,DB11921,3,DB00846$h
DB00252,DB12001,74,DB01034$h
DB00252,DB12026,3,DB08901$h
DB00252,DB12161,3,DB01365$h
DB00252,DB12267,74,DB06594$h
DB00252,DB12332,3,DB00468$h
DB00252,DB12483,3,DB01400$h
DB00252,DB13874,3,DB00503$h
DB00253,DB01043,48,DB01066$t
DB00253,DB01072,72,DB00377$h
DB00253,DB09118,72,DB00504$t
DB00254,DB00497,48,DB01301$t
DB00254,DB04908,48,DB06213$h
DB00255,DB09274,10,DB01045$t
DB00257,DB00497,48,DB09102$t
DB00257,DB04908,48,DB00760$t
DB00257,DB06335,74,DB06824$t
DB00257,DB08916,74,DB01623$h
DB00257,DB09274,10,DB01195$t
DB00258,DB01017,74,DB06820$t
DB00258,DB06210,74,DB06204$h
DB00258,DB08930,74,DB01587$h
DB00261,DB00915,19,DB00899$t
DB00261,DB01072,19,DB00387$h
DB00261,DB01240,52,DB09343$h
DB00261,DB03619,48,DB00610$h
DB00261,DB04855,32,DB00771$h
DB00261,DB06216,32,DB01235$h
DB00261,DB06595,46,DB09477$h
DB00261,DB06603,19,DB00453$h
DB00261,DB08864,19,DB01586$h
DB00261,DB08868,19,DB05265$h
DB00261,DB09078,19,DB00529$h
DB00261,DB12332,46,DB00428$t
DB00262,DB06595,46,DB01005$h
DB00262,DB08868,33,DB00991$t
DB00262,DB08895,33,DB09096$t
DB00262,DB12332,46,DB00606$t
DB00263,DB00182,8,DB00190$h
DB00263,DB00497,48,DB00814$h
DB00263,DB00915,19,DB01091$t
DB00263,DB04908,48,DB04898$t
DB00263,DB05219,46,DB00854$t
DB00263,DB06595,46,DB00228$h
DB00263,DB08868,19,DB00226$h
DB00263,DB09083,19,DB00537$t
DB00263,DB09241,8,DB01039$h
DB00264,DB00182,72,DB00134$t
DB00264,DB00465,36,DB05265$t
DB00264,DB00907,72,DB01289$t
DB00264,DB00963,36,DB00379$h
DB00264,DB01240,59,DB00831$h
DB00264,DB01576,72,DB06825$h
DB00264,DB02638,59,DB00688$t
DB00264,DB04855,72,DB00153$t
DB00264,DB04871,72,DB08971$t
DB00264,DB06204,72,DB06710$h
DB00264,DB06216,72,DB01399$t
DB00264,DB06595,72,DB01301$t
DB00264,DB06603,72,DB11126$t
DB00264,DB08822,48,DB01114$t
DB00264,DB08868,53,DB06237$h
DB00264,DB09049,72,DB00257$h
DB00264,DB09083,53,DB06709$t
DB00264,DB09118,72,DB09343$h
DB00264,DB09291,72,DB03756$h
DB00264,DB11362,59,DB01397$t
DB00264,DB12332,72,DB00186$t
DB00264,DB13874,72,DB09137$t
DB00266,DB00465,5,DB00181$h
DB00266,DB00963,5,DB09039$t
DB00266,DB01017,5,DB08875$t
DB00266,DB01240,5,DB00511$h
DB00266,DB03619,48,DB01234$t
DB00266,DB04855,72,DB01051$t
DB00266,DB05219,46,DB00759$t
DB00266,DB06206,5,DB00903$h
DB00266,DB06441,5,DB04570$t
DB00266,DB06595,46,DB06723$t
DB00266,DB08860,5,DB01080$h
DB00266,DB09075,5,DB00850$t
DB00266,DB09079,48,DB00750$t
DB00266,DB09265,66,DB00293$t
DB00266,DB11362,5,DB04835$h
DB00266,DB12332,46,DB00856$t
DB00268,DB01072,46,DB04918$t
DB00268,DB04855,46,DB06736$h
DB00268,DB06595,46,DB01255$t
DB00268,DB06636,46,DB00766$t
DB00268,DB06704,69,DB00906$h
DB00268,DB08822,48,DB09096$t
DB00268,DB09073,72,DB09265$h
DB00268,DB09118,72,DB09279$h
DB00268,DB09241,46,DB00957$t
DB00268,DB09292,48,DB01166$t
DB00268,DB09330,72,DB00205$h
DB00270,DB00497,48,DB01047$t
DB00270,DB01072,46,DB00527$t
DB00270,DB01240,59,DB00449$h
DB00270,DB02638,59,DB00274$t
DB00270,DB04908,48,DB11737$t
DB00270,DB04948,59,DB00480$t
DB00270,DB08822,48,DB08814$t
DB00270,DB09073,72,DB00719$h
DB00270,DB09118,72,DB00818$t
DB00270,DB09330,72,DB03754$t
DB00273,DB01017,15,DB05521$t
DB00273,DB04908,48,DB00744$h
DB00273,DB06204,15,DB06209$h
DB00273,DB06335,74,DB00267$h
DB00273,DB08864,74,DB00604$h
DB00273,DB09118,48,DB00303$h
DB00273,DB09128,48,DB09021$h
DB00275,DB00465,48,DB12278$h
DB00275,DB00963,48,DB04930$h
DB00275,DB01240,59,DB00290$t
DB00275,DB02638,59,DB01147$h
DB00275,DB04948,59,DB00809$t
DB00275,DB06210,72,DB01162$h
DB00275,DB08822,48,DB01384$h
DB00275,DB11362,59,DB08897$t
DB00276,DB00907,46,DB09273$t
DB00276,DB04855,46,DB01160$t
DB00276,DB04871,46,DB00665$t
DB00276,DB06595,46,DB01261$t
DB00276,DB06603,72,DB00358$t
DB00276,DB08868,33,DB00911$h
DB00276,DB08895,33,DB01401$h
DB00276,DB09118,46,DB13139$h
DB00276,DB09291,46,DB01216$t
DB00276,DB12332,46,DB01452$t
DB00277,DB00683,69,DB01558$h
DB00277,DB00907,46,DB09070$t
DB00277,DB01072,46,DB01151$h
DB00277,DB04855,46,DB00940$t
DB00277,DB05219,46,DB00287$h
DB00277,DB06595,46,DB00810$t
DB00277,DB06603,72,DB01091$h
DB00277,DB06636,46,DB00674$t
DB00277,DB09073,72,DB00371$h
DB00277,DB09118,72,DB09120$t
DB00277,DB09280,72,DB06290$h
DB00277,DB09291,46,DB06412$t
DB00277,DB09330,72,DB04948$t
DB00278,DB00465,5,DB08796$h
DB00278,DB00963,5,DB00706$h
DB00278,DB01072,46,DB01582$t
DB00278,DB01240,52,DB03756$h
DB00278,DB03619,48,DB00490$h
DB00278,DB04855,46,DB09342$h
DB00278,DB06206,5,DB00850$t
DB00278,DB06441,5,DB08993$h
DB00278,DB06636,46,DB09130$h
DB00278,DB09073,72,DB13747$h
DB00278,DB09075,5,DB01275$h
DB00278,DB09079,48,DB00553$t
DB00278,DB09118,72,DB00964$t
DB00278,DB09330,72,DB01320$t
DB00278,DB11362,5,DB04840$h
DB00278,DB12332,46,DB00762$t
DB00279,DB06210,72,DB09343$t
DB00279,DB08916,74,DB09300$h
DB00280,DB00182,8,DB00713$h
DB00280,DB00915,19,DB00863$h
DB00280,DB01072,46,DB08899$t
DB00280,DB04855,46,DB01017$t
DB00280,DB06203,8,DB08877$h
DB00280,DB06216,32,DB00324$t
DB00280,DB06335,8,DB13879$h
DB00280,DB06603,19,DB09137$t
DB00280,DB06636,46,DB11596$t
DB00280,DB08864,19,DB00163$h
DB00280,DB08868,81,DB08869$h
DB00280,DB08918,8,DB09147$t
DB00280,DB09073,72,DB01424$t
DB00280,DB09078,19,DB00924$h
DB00280,DB09118,72,DB08800$h
DB00280,DB09241,8,DB04711$h
DB00280,DB09330,72,DB00305$h
DB00280,DB12332,46,DB00438$t
DB00281,DB00645,48,DB00957$t
DB00281,DB00907,46,DB05528$t
DB00281,DB01017,15,DB00814$h
DB00281,DB01072,46,DB00896$h
DB00281,DB04908,48,DB01559$t
DB00281,DB05219,46,DB00945$t
DB00281,DB06204,15,DB06724$h
DB00281,DB06288,48,DB13142$h
DB00281,DB06595,46,DB00396$t
DB00281,DB06603,72,DB08941$t
DB00281,DB06636,46,DB01251$t
DB00281,DB08918,48,DB03754$h
DB00281,DB09068,48,DB00846$t
DB00281,DB09073,72,DB00776$t
DB00281,DB09118,72,DB00753$h
DB00281,DB09128,48,DB04835$t
DB00281,DB09280,72,DB01209$t
DB00281,DB09291,46,DB00195$t
DB00281,DB09330,72,DB09231$t
DB00282,DB00694,23,DB00735$t
DB00283,DB00182,1,DB00186$t
DB00283,DB00497,48,DB06684$t
DB00283,DB01017,15,DB00807$t
DB00283,DB04908,48,DB00766$t
DB00283,DB06204,15,DB09049$h
DB00283,DB09118,48,DB01355$t
DB00283,DB09241,1,DB00335$h
DB00284,DB00182,8,DB00866$t
DB00284,DB08918,8,DB00166$h
DB00284,DB09241,8,DB00701$h
DB00285,DB00388,84,DB13153$h
DB00285,DB00497,48,DB09162$h
DB00285,DB00907,46,DB00222$h
DB00285,DB00935,84,DB09034$t
DB00285,DB01072,46,DB00228$h
DB00285,DB04871,48,DB01613$t
DB00285,DB04908,48,DB01035$h
DB00285,DB04948,84,DB09293$h
DB00285,DB05219,46,DB00637$h
DB00285,DB06204,48,DB01377$t
DB00285,DB06288,48,DB00673$h
DB00285,DB06595,46,DB06716$t
DB00285,DB06603,72,DB00452$t
DB00285,DB06704,69,DB01578$h
DB00285,DB08918,48,DB09536$h
DB00285,DB09073,72,DB06730$h
DB00285,DB09118,72,DB01063$h
DB00285,DB09330,72,DB08906$t
DB00287,DB01240,59,DB01362$t
DB00287,DB02638,59,DB01364$t
DB00287,DB04948,59,DB08897$t
DB00287,DB11362,59,DB06782$h
DB00288,DB01043,48,DB06715$h
DB00288,DB01072,72,DB09300$h
DB00288,DB09118,72,DB00839$h
DB00289,DB00497,48,DB09000$h
DB00289,DB00907,72,DB00595$t
DB00289,DB04908,48,DB01110$h
DB00289,DB06595,72,DB01171$h
DB00289,DB06603,72,DB00688$h
DB00289,DB09118,72,DB01551$t
DB00290,DB08868,33,DB00330$h
DB00290,DB08895,33,DB01364$t
DB00291,DB08868,33,DB04918$t
DB00291,DB08895,33,DB09087$h
DB00292,DB00645,48,DB01170$t
DB00292,DB00907,48,DB00363$h
DB00292,DB01017,15,DB00621$h
DB00292,DB04908,48,DB00549$h
DB00292,DB06204,15,DB00307$h
DB00292,DB06288,48,DB00915$h
DB00292,DB06704,69,DB01600$t
DB00292,DB08918,36,DB01036$t
DB00292,DB09068,48,DB00190$t
DB00292,DB09118,48,DB09273$h
DB00292,DB09128,48,DB06813$h
DB00294,DB01072,72,DB06663$h
DB00294,DB04855,46,DB00831$t
DB00294,DB06203,69,DB00428$t
DB00294,DB06335,69,DB00321$h
DB00294,DB06636,46,DB00949$t
DB00294,DB09073,72,DB05109$t
DB00294,DB09075,69,DB00393$t
DB00294,DB09118,72,DB11660$h
DB00294,DB09330,72,DB00210$h
DB00294,DB12332,46,DB11730$h
DB00295,DB00497,48,DB09279$t
DB00295,DB00645,48,DB01331$h
DB00295,DB00683,48,DB00705$t
DB00295,DB00907,46,DB00896$t
DB00295,DB01017,15,DB09008$h
DB00295,DB01072,46,DB00404$t
DB00295,DB01221,48,DB05039$t
DB00295,DB01576,68,DB09238$t
DB00295,DB04855,46,DB00665$t
DB00295,DB04871,46,DB05245$t
DB00295,DB04908,48,DB00803$t
DB00295,DB05219,46,DB00437$t
DB00295,DB06204,15,DB09238$h
DB00295,DB06216,48,DB00091$t
DB00295,DB06288,48,DB06766$h
DB00295,DB06595,46,DB01233$t
DB00295,DB06603,72,DB00610$t
